,age,gender,degree,extra_degree,nationality,married,experience,qualified
1429,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1430,25.0,1.0,1.0,1.0,0.0,0.0,2.0,0
1431,33.0,1.0,1.0,0.0,0.0,0.0,12.0,1
1432,32.0,0.0,0.0,0.0,0.0,1.0,9.0,0
1433,30.0,0.0,1.0,0.0,1.0,0.0,4.0,0
1434,25.0,1.0,0.0,0.0,0.0,0.0,3.0,0
1435,44.0,0.0,1.0,1.0,0.0,0.0,20.0,1
1436,39.0,0.0,1.0,0.0,0.0,0.0,15.0,1
1437,38.0,1.0,1.0,0.0,1.0,0.0,1.0,0
1438,38.0,1.0,0.0,0.0,0.0,1.0,19.0,0
1439,61.0,0.0,1.0,1.0,0.0,0.0,15.0,1
1440,51.0,1.0,1.0,1.0,0.0,1.0,18.0,1
1441,39.0,1.0,1.0,0.0,1.0,0.0,16.0,1
1442,40.0,0.0,1.0,1.0,0.0,1.0,17.0,1
1443,21.0,1.0,0.0,0.0,0.0,0.0,3.0,0
1444,28.0,0.0,1.0,0.0,0.0,0.0,5.0,1
1445,46.0,1.0,1.0,0.0,0.0,0.0,23.0,1
1446,54.0,1.0,0.0,0.0,0.0,1.0,19.0,0
1447,27.0,1.0,1.0,1.0,1.0,1.0,2.0,0
1448,45.0,1.0,1.0,1.0,0.0,1.0,20.0,1
1449,40.0,1.0,1.0,1.0,0.0,1.0,12.0,1
1450,38.0,0.0,1.0,0.0,1.0,0.0,16.0,1
1451,27.0,0.0,1.0,1.0,1.0,1.0,4.0,1
1452,27.0,0.0,1.0,0.0,0.0,0.0,5.0,1
1453,64.0,1.0,0.0,0.0,0.0,1.0,17.0,0
1454,40.0,1.0,1.0,1.0,1.0,1.0,14.0,1
1455,25.0,0.0,1.0,1.0,0.0,0.0,0.0,1
1456,25.0,0.0,1.0,1.0,0.0,0.0,0.0,1
1457,60.0,1.0,0.0,0.0,0.0,0.0,13.0,0
1458,46.0,1.0,0.0,0.0,0.0,0.0,15.0,0
1459,24.0,1.0,1.0,0.0,1.0,1.0,3.0,0
1460,20.0,1.0,0.0,0.0,1.0,0.0,2.0,0
1461,57.0,1.0,1.0,1.0,0.0,1.0,30.0,1
1462,54.0,1.0,1.0,1.0,0.0,0.0,14.0,1
1463,27.0,0.0,1.0,1.0,0.0,0.0,3.0,1
1464,35.0,0.0,1.0,0.0,1.0,0.0,12.0,1
1465,25.0,1.0,1.0,1.0,1.0,0.0,2.0,1
1466,25.0,0.0,0.0,0.0,0.0,0.0,7.0,0
1467,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1468,49.0,1.0,0.0,0.0,0.0,0.0,11.0,0
1469,60.0,0.0,1.0,0.0,0.0,1.0,13.0,0
1470,23.0,1.0,0.0,0.0,0.0,0.0,4.0,0
1471,42.0,1.0,1.0,1.0,1.0,1.0,13.0,1
1472,36.0,0.0,1.0,0.0,1.0,0.0,15.0,1
1473,33.0,0.0,0.0,0.0,1.0,1.0,10.0,0
1474,53.0,0.0,1.0,0.0,1.0,0.0,16.0,0
1475,38.0,0.0,0.0,0.0,0.0,0.0,17.0,0
1476,36.0,1.0,0.0,0.0,1.0,1.0,9.0,0
1477,40.0,0.0,1.0,0.0,0.0,1.0,2.0,0
1478,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0
1479,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1480,32.0,1.0,1.0,0.0,1.0,0.0,11.0,1
1481,25.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1482,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0
1483,27.0,1.0,0.0,0.0,0.0,1.0,7.0,0
1484,29.0,0.0,1.0,0.0,1.0,1.0,7.0,1
1485,25.0,0.0,1.0,1.0,0.0,0.0,2.0,1
1486,35.0,1.0,1.0,1.0,1.0,0.0,6.0,1
1487,55.0,1.0,0.0,0.0,1.0,0.0,21.0,0
1488,36.0,0.0,1.0,1.0,0.0,0.0,5.0,1
1489,55.0,0.0,0.0,0.0,1.0,1.0,37.0,0
1490,32.0,1.0,1.0,1.0,1.0,0.0,5.0,1
1491,32.0,0.0,1.0,1.0,0.0,0.0,8.0,1
1492,38.0,0.0,1.0,1.0,1.0,0.0,13.0,1
1493,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494,64.0,0.0,0.0,0.0,0.0,1.0,8.0,0
1495,38.0,0.0,1.0,1.0,1.0,1.0,15.0,1
1496,59.0,1.0,0.0,0.0,1.0,1.0,38.0,0
1497,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1498,55.0,1.0,1.0,0.0,1.0,0.0,25.0,1
1499,28.0,0.0,1.0,1.0,0.0,0.0,0.0,1
1500,29.0,0.0,1.0,1.0,0.0,0.0,6.0,1
1501,39.0,1.0,1.0,1.0,0.0,1.0,14.0,1
1502,52.0,0.0,0.0,0.0,1.0,1.0,20.0,0
1503,47.0,1.0,1.0,1.0,1.0,0.0,23.0,1
1504,28.0,1.0,0.0,0.0,0.0,0.0,3.0,0
1505,47.0,0.0,0.0,0.0,1.0,1.0,27.0,1
1506,35.0,1.0,0.0,0.0,1.0,0.0,14.0,0
1507,50.0,1.0,1.0,1.0,1.0,1.0,18.0,1
1508,38.0,0.0,1.0,1.0,1.0,1.0,14.0,1
1509,49.0,1.0,1.0,1.0,0.0,1.0,14.0,1
1510,29.0,0.0,1.0,1.0,0.0,0.0,6.0,1
1511,38.0,0.0,1.0,1.0,1.0,0.0,13.0,1
1512,39.0,0.0,1.0,0.0,0.0,0.0,17.0,1
1513,31.0,1.0,0.0,0.0,0.0,0.0,11.0,0
1514,34.0,0.0,0.0,0.0,0.0,0.0,11.0,0
1515,62.0,1.0,1.0,1.0,0.0,1.0,33.0,1
1516,45.0,1.0,0.0,0.0,1.0,1.0,27.0,0
1517,31.0,1.0,0.0,0.0,1.0,1.0,2.0,0
1518,47.0,0.0,1.0,0.0,0.0,0.0,22.0,1
1519,41.0,0.0,1.0,1.0,1.0,1.0,2.0,1
1520,48.0,0.0,1.0,1.0,0.0,1.0,25.0,1
1521,45.0,1.0,1.0,1.0,1.0,1.0,21.0,1
1522,29.0,1.0,1.0,1.0,0.0,0.0,3.0,0
1523,45.0,1.0,1.0,1.0,1.0,1.0,22.0,1
1524,56.0,0.0,0.0,0.0,1.0,1.0,32.0,0
1525,26.0,1.0,1.0,1.0,1.0,0.0,1.0,0
1526,26.0,1.0,1.0,1.0,1.0,0.0,1.0,0
1527,37.0,1.0,1.0,1.0,1.0,1.0,11.0,1
1528,38.0,1.0,1.0,0.0,0.0,0.0,6.0,0
1529,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0
1530,49.0,0.0,1.0,1.0,1.0,1.0,16.0,1
1531,62.0,0.0,0.0,0.0,0.0,1.0,16.0,0
1532,44.0,1.0,1.0,1.0,1.0,0.0,21.0,1
1533,55.0,0.0,1.0,0.0,0.0,0.0,34.0,1
1534,55.0,0.0,1.0,1.0,1.0,0.0,27.0,1
1535,26.0,1.0,1.0,1.0,0.0,0.0,3.0,1
1536,31.0,0.0,1.0,1.0,0.0,0.0,8.0,1
1537,42.0,1.0,1.0,1.0,1.0,1.0,8.0,1
1538,43.0,1.0,1.0,0.0,0.0,0.0,18.0,1
1539,39.0,0.0,0.0,0.0,0.0,0.0,20.0,1
1540,57.0,0.0,0.0,0.0,0.0,1.0,32.0,0
1541,53.0,0.0,1.0,0.0,0.0,1.0,29.0,1
1542,34.0,1.0,1.0,1.0,1.0,0.0,10.0,1
1543,43.0,1.0,1.0,1.0,0.0,1.0,12.0,1
1544,35.0,0.0,1.0,0.0,0.0,0.0,14.0,1
1545,25.0,1.0,0.0,0.0,0.0,0.0,4.0,0
1546,23.0,0.0,1.0,0.0,0.0,0.0,2.0,0
1547,52.0,1.0,1.0,1.0,1.0,1.0,21.0,1
1548,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1549,25.0,0.0,0.0,0.0,1.0,0.0,2.0,0
1550,59.0,0.0,1.0,0.0,0.0,1.0,22.0,1
1551,20.0,1.0,0.0,0.0,0.0,0.0,2.0,0
1552,36.0,1.0,1.0,1.0,0.0,1.0,5.0,1
1553,21.0,1.0,1.0,1.0,1.0,0.0,0.0,0
1554,40.0,0.0,1.0,1.0,0.0,0.0,5.0,1
1555,64.0,0.0,0.0,0.0,1.0,0.0,36.0,0
1556,52.0,0.0,0.0,0.0,0.0,1.0,26.0,0
1557,52.0,0.0,1.0,0.0,0.0,1.0,28.0,1
1558,44.0,0.0,1.0,0.0,1.0,0.0,12.0,1
1559,47.0,1.0,1.0,1.0,1.0,1.0,13.0,1
1560,20.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1561,29.0,1.0,0.0,0.0,1.0,0.0,2.0,0
1562,21.0,0.0,0.0,0.0,1.0,0.0,3.0,0
1563,24.0,1.0,0.0,0.0,0.0,0.0,2.0,0
1564,47.0,1.0,0.0,0.0,0.0,0.0,18.0,0
1565,55.0,1.0,1.0,1.0,1.0,1.0,9.0,0
1566,30.0,0.0,1.0,1.0,0.0,1.0,6.0,1
1567,28.0,0.0,1.0,1.0,0.0,0.0,4.0,1
1568,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0
1569,48.0,1.0,1.0,0.0,0.0,0.0,19.0,1
1570,44.0,1.0,1.0,1.0,0.0,0.0,13.0,1
1571,40.0,1.0,1.0,0.0,0.0,1.0,10.0,0
1572,33.0,0.0,1.0,0.0,0.0,0.0,9.0,1
1573,64.0,1.0,1.0,0.0,0.0,0.0,32.0,1
1574,57.0,0.0,0.0,0.0,0.0,1.0,35.0,0
1575,46.0,0.0,1.0,1.0,1.0,0.0,5.0,1
1576,45.0,1.0,0.0,0.0,0.0,1.0,19.0,0
1577,28.0,0.0,1.0,0.0,0.0,0.0,4.0,0
1578,46.0,1.0,1.0,0.0,0.0,1.0,4.0,0
1579,48.0,1.0,1.0,1.0,0.0,1.0,7.0,0
1580,45.0,1.0,0.0,0.0,0.0,0.0,12.0,0
1581,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1582,55.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1583,47.0,0.0,1.0,1.0,0.0,1.0,5.0,1
1584,29.0,0.0,1.0,1.0,1.0,0.0,5.0,1
1585,29.0,1.0,1.0,1.0,0.0,0.0,4.0,1
1586,30.0,0.0,0.0,0.0,1.0,0.0,4.0,0
1587,35.0,0.0,1.0,1.0,1.0,0.0,10.0,1
1588,54.0,0.0,0.0,0.0,1.0,0.0,28.0,0
1589,24.0,0.0,1.0,1.0,0.0,0.0,1.0,1
1590,29.0,0.0,1.0,1.0,1.0,0.0,4.0,1
1591,45.0,0.0,0.0,0.0,0.0,1.0,13.0,0
1592,29.0,0.0,1.0,1.0,1.0,0.0,2.0,1
1593,32.0,1.0,0.0,0.0,1.0,0.0,7.0,0
1594,64.0,0.0,1.0,0.0,0.0,1.0,42.0,1
1595,62.0,1.0,0.0,0.0,0.0,1.0,41.0,0
1596,25.0,0.0,1.0,0.0,0.0,0.0,3.0,1
1597,24.0,1.0,1.0,0.0,1.0,0.0,1.0,0
1598,29.0,1.0,0.0,0.0,1.0,1.0,9.0,0
1599,50.0,0.0,1.0,1.0,0.0,0.0,24.0,1
1600,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1601,25.0,0.0,1.0,0.0,0.0,0.0,4.0,1
1602,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1603,63.0,1.0,0.0,0.0,0.0,0.0,33.0,0
1604,30.0,0.0,1.0,1.0,1.0,1.0,7.0,1
1605,53.0,0.0,1.0,1.0,0.0,0.0,22.0,1
1606,60.0,1.0,0.0,0.0,0.0,1.0,24.0,0
1607,38.0,0.0,0.0,0.0,1.0,0.0,18.0,1
1608,32.0,0.0,0.0,0.0,0.0,1.0,12.0,0
1609,30.0,1.0,1.0,1.0,0.0,0.0,4.0,1
1610,61.0,0.0,1.0,0.0,0.0,1.0,27.0,1
1611,64.0,0.0,1.0,0.0,0.0,0.0,21.0,1
1612,30.0,1.0,0.0,0.0,1.0,1.0,4.0,0
1613,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1614,55.0,0.0,0.0,0.0,0.0,1.0,35.0,0
1615,41.0,1.0,0.0,0.0,0.0,1.0,6.0,0
1616,63.0,0.0,0.0,0.0,1.0,1.0,37.0,0
1617,38.0,1.0,1.0,0.0,0.0,0.0,8.0,0
1618,28.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1619,28.0,1.0,1.0,1.0,1.0,0.0,1.0,0
1620,25.0,0.0,1.0,1.0,1.0,0.0,1.0,1
1621,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1622,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1623,38.0,1.0,1.0,0.0,1.0,1.0,16.0,1
1624,27.0,1.0,1.0,0.0,0.0,0.0,3.0,0
1625,53.0,0.0,1.0,0.0,0.0,0.0,31.0,1
1626,43.0,1.0,1.0,1.0,0.0,0.0,15.0,1
1627,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0
1628,31.0,0.0,1.0,0.0,1.0,0.0,7.0,1
1629,23.0,1.0,1.0,0.0,0.0,0.0,2.0,0
1630,31.0,1.0,1.0,0.0,0.0,1.0,10.0,0
1631,60.0,0.0,1.0,0.0,1.0,1.0,38.0,1
1632,31.0,0.0,1.0,1.0,0.0,0.0,6.0,1
1633,41.0,1.0,0.0,0.0,1.0,1.0,18.0,0
1634,23.0,1.0,1.0,0.0,0.0,0.0,1.0,0
1635,25.0,0.0,1.0,0.0,1.0,0.0,2.0,0
1636,30.0,0.0,1.0,0.0,0.0,1.0,7.0,1
1637,41.0,0.0,0.0,0.0,1.0,0.0,19.0,0
1638,38.0,0.0,1.0,1.0,0.0,0.0,6.0,1
1639,27.0,0.0,1.0,1.0,0.0,0.0,2.0,1
1640,61.0,1.0,0.0,0.0,0.0,0.0,41.0,0
1641,35.0,1.0,0.0,0.0,0.0,1.0,15.0,0
1642,50.0,1.0,0.0,0.0,1.0,0.0,19.0,0
1643,30.0,1.0,1.0,1.0,1.0,1.0,7.0,1
1644,36.0,0.0,1.0,0.0,0.0,0.0,11.0,1
1645,44.0,0.0,1.0,1.0,1.0,0.0,7.0,1
1646,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0
1647,62.0,1.0,0.0,0.0,0.0,0.0,42.0,0
1648,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0
1649,55.0,0.0,1.0,1.0,0.0,0.0,26.0,1
1650,35.0,1.0,0.0,0.0,1.0,1.0,11.0,0
1651,45.0,1.0,0.0,0.0,0.0,0.0,23.0,0
1652,22.0,1.0,1.0,0.0,0.0,1.0,1.0,0
1653,28.0,1.0,1.0,1.0,0.0,0.0,3.0,0
1654,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1655,57.0,1.0,0.0,0.0,0.0,1.0,21.0,0
1656,29.0,1.0,1.0,0.0,1.0,0.0,6.0,0
1657,52.0,1.0,1.0,0.0,0.0,1.0,29.0,1
1658,22.0,1.0,0.0,0.0,0.0,0.0,4.0,0
1659,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1660,54.0,1.0,1.0,1.0,1.0,1.0,12.0,1
1661,52.0,0.0,1.0,1.0,0.0,1.0,17.0,1
1662,35.0,1.0,0.0,0.0,0.0,1.0,12.0,0
1663,43.0,1.0,0.0,0.0,1.0,1.0,16.0,0
1664,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1665,54.0,0.0,0.0,0.0,0.0,0.0,20.0,0
1666,50.0,1.0,1.0,0.0,0.0,0.0,26.0,1
1667,29.0,0.0,1.0,1.0,1.0,0.0,6.0,1
1668,40.0,1.0,0.0,0.0,0.0,1.0,22.0,0
1669,49.0,0.0,0.0,0.0,0.0,1.0,3.0,0
1670,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1671,38.0,0.0,0.0,0.0,0.0,0.0,19.0,1
1672,36.0,1.0,1.0,1.0,1.0,0.0,7.0,1
1673,32.0,1.0,1.0,1.0,1.0,0.0,5.0,1
1674,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1675,32.0,1.0,1.0,0.0,0.0,0.0,7.0,0
1676,48.0,0.0,1.0,1.0,0.0,0.0,6.0,1
1677,41.0,1.0,0.0,0.0,1.0,0.0,12.0,0
1678,44.0,0.0,1.0,0.0,0.0,0.0,23.0,1
1679,47.0,0.0,1.0,1.0,0.0,1.0,15.0,1
1680,37.0,1.0,1.0,1.0,1.0,1.0,8.0,1
1681,53.0,1.0,0.0,0.0,1.0,1.0,24.0,0
1682,48.0,0.0,0.0,0.0,0.0,1.0,17.0,0
1683,43.0,0.0,0.0,0.0,0.0,0.0,25.0,1
1684,53.0,1.0,1.0,0.0,0.0,0.0,8.0,0
1685,24.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1686,45.0,0.0,0.0,0.0,1.0,0.0,27.0,1
1687,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0
1688,38.0,1.0,0.0,0.0,1.0,0.0,19.0,0
1689,35.0,1.0,0.0,0.0,1.0,0.0,7.0,0
1690,32.0,1.0,0.0,0.0,1.0,0.0,12.0,0
1691,48.0,0.0,0.0,0.0,1.0,0.0,20.0,0
1692,22.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1693,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1694,43.0,0.0,0.0,0.0,1.0,1.0,21.0,1
1695,40.0,0.0,1.0,0.0,0.0,1.0,8.0,1
1696,51.0,1.0,0.0,0.0,0.0,1.0,29.0,0
1697,45.0,1.0,1.0,1.0,1.0,1.0,22.0,1
1698,58.0,1.0,0.0,0.0,0.0,0.0,22.0,0
1699,25.0,1.0,1.0,0.0,0.0,0.0,4.0,0
1700,63.0,1.0,0.0,0.0,0.0,1.0,21.0,0
1701,56.0,1.0,0.0,0.0,0.0,0.0,24.0,0
1702,35.0,0.0,0.0,0.0,1.0,0.0,4.0,0
1703,34.0,0.0,1.0,1.0,0.0,0.0,4.0,1
1704,54.0,1.0,0.0,0.0,0.0,1.0,21.0,0
1705,62.0,1.0,0.0,0.0,0.0,1.0,31.0,0
1706,42.0,1.0,0.0,0.0,0.0,1.0,20.0,0
1707,60.0,0.0,1.0,0.0,0.0,1.0,13.0,0
1708,47.0,0.0,0.0,0.0,0.0,0.0,23.0,1
1709,21.0,0.0,0.0,0.0,1.0,0.0,2.0,0
1710,32.0,0.0,1.0,1.0,0.0,0.0,9.0,1
1711,58.0,0.0,1.0,1.0,0.0,1.0,28.0,1
1712,44.0,0.0,1.0,0.0,1.0,1.0,4.0,0
1713,27.0,1.0,0.0,0.0,0.0,0.0,8.0,0
1714,25.0,0.0,1.0,1.0,0.0,1.0,0.0,1
1715,59.0,1.0,0.0,0.0,1.0,1.0,8.0,0
1716,44.0,0.0,0.0,0.0,1.0,0.0,26.0,1
1717,49.0,0.0,1.0,0.0,0.0,1.0,22.0,1
1718,28.0,0.0,1.0,1.0,0.0,0.0,5.0,1
1719,43.0,1.0,1.0,1.0,1.0,0.0,11.0,1
1720,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0
1721,63.0,1.0,1.0,1.0,1.0,0.0,15.0,1
1722,43.0,1.0,1.0,1.0,1.0,1.0,19.0,1
1723,34.0,1.0,1.0,0.0,0.0,0.0,5.0,0
1724,30.0,1.0,1.0,0.0,0.0,1.0,5.0,0
1725,47.0,1.0,1.0,0.0,0.0,0.0,12.0,0
1726,43.0,0.0,1.0,0.0,0.0,0.0,17.0,1
1727,63.0,1.0,0.0,0.0,0.0,0.0,45.0,0
1728,29.0,1.0,1.0,1.0,0.0,0.0,6.0,1
1729,35.0,0.0,1.0,0.0,0.0,0.0,6.0,0
1730,43.0,1.0,1.0,0.0,1.0,1.0,17.0,1
1731,29.0,1.0,0.0,0.0,1.0,0.0,11.0,0
1732,33.0,1.0,0.0,0.0,1.0,0.0,13.0,0
1733,44.0,0.0,1.0,1.0,0.0,0.0,12.0,1
1734,54.0,1.0,1.0,1.0,0.0,0.0,19.0,1
1735,34.0,0.0,1.0,1.0,0.0,0.0,10.0,1
1736,30.0,1.0,1.0,1.0,1.0,1.0,7.0,1
1737,23.0,1.0,1.0,0.0,1.0,0.0,2.0,0
1738,40.0,1.0,1.0,1.0,0.0,0.0,11.0,1
1739,39.0,0.0,1.0,1.0,1.0,0.0,14.0,1
1740,25.0,0.0,1.0,1.0,0.0,0.0,2.0,1
1741,43.0,1.0,1.0,1.0,1.0,1.0,19.0,1
1742,48.0,0.0,0.0,0.0,0.0,1.0,28.0,1
1743,37.0,1.0,1.0,1.0,1.0,0.0,11.0,1
1744,40.0,1.0,0.0,0.0,1.0,0.0,8.0,0
1745,51.0,0.0,0.0,0.0,1.0,0.0,31.0,0
1746,49.0,0.0,1.0,1.0,0.0,0.0,24.0,1
1747,55.0,0.0,0.0,0.0,0.0,1.0,33.0,0
1748,40.0,0.0,1.0,1.0,0.0,0.0,14.0,1
1749,24.0,1.0,1.0,0.0,0.0,0.0,3.0,0
1750,27.0,1.0,1.0,1.0,1.0,0.0,4.0,1
1751,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0
1752,46.0,0.0,0.0,0.0,1.0,0.0,28.0,1
1753,45.0,0.0,0.0,0.0,0.0,0.0,15.0,0
1754,32.0,0.0,1.0,1.0,1.0,0.0,6.0,1
1755,63.0,1.0,1.0,1.0,1.0,0.0,30.0,1
1756,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1757,32.0,0.0,1.0,1.0,1.0,1.0,5.0,1
1758,35.0,1.0,1.0,0.0,0.0,1.0,12.0,1
1759,35.0,0.0,1.0,0.0,0.0,1.0,8.0,1
1760,48.0,0.0,0.0,0.0,0.0,0.0,27.0,0
1761,29.0,1.0,1.0,1.0,1.0,1.0,6.0,1
1762,36.0,1.0,1.0,0.0,0.0,0.0,15.0,1
1763,59.0,1.0,0.0,0.0,0.0,1.0,25.0,0
1764,54.0,0.0,0.0,0.0,1.0,0.0,15.0,0
1765,53.0,1.0,1.0,1.0,1.0,1.0,4.0,0
1766,32.0,0.0,0.0,0.0,0.0,0.0,10.0,0
1767,36.0,1.0,0.0,0.0,0.0,0.0,16.0,0
1768,61.0,1.0,0.0,0.0,0.0,0.0,21.0,0
1769,50.0,0.0,1.0,0.0,0.0,1.0,3.0,0
1770,49.0,0.0,0.0,0.0,1.0,0.0,6.0,0
1771,42.0,0.0,1.0,0.0,0.0,0.0,20.0,1
1772,58.0,0.0,1.0,0.0,0.0,1.0,27.0,1
1773,22.0,1.0,1.0,0.0,1.0,0.0,1.0,0
1774,44.0,0.0,1.0,0.0,0.0,0.0,7.0,0
1775,19.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1776,62.0,1.0,1.0,1.0,0.0,1.0,39.0,1
1777,63.0,0.0,0.0,0.0,0.0,1.0,20.0,0
1778,44.0,0.0,1.0,1.0,0.0,0.0,20.0,1
1779,37.0,0.0,1.0,1.0,0.0,0.0,8.0,1
1780,53.0,0.0,1.0,0.0,1.0,1.0,22.0,1
1781,27.0,0.0,1.0,1.0,1.0,0.0,4.0,1
1782,43.0,0.0,0.0,0.0,1.0,1.0,3.0,0
1783,54.0,1.0,1.0,1.0,0.0,1.0,26.0,1
1784,25.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1785,30.0,1.0,1.0,1.0,1.0,0.0,6.0,1
1786,58.0,1.0,1.0,1.0,1.0,1.0,8.0,0
1787,23.0,1.0,0.0,0.0,0.0,0.0,5.0,0
1788,29.0,1.0,1.0,0.0,1.0,0.0,2.0,0
1789,25.0,0.0,0.0,0.0,1.0,0.0,6.0,0
1790,28.0,0.0,1.0,1.0,1.0,0.0,5.0,1
1791,33.0,0.0,0.0,0.0,1.0,1.0,11.0,0
1792,47.0,0.0,0.0,0.0,0.0,1.0,13.0,0
1793,60.0,0.0,0.0,0.0,1.0,0.0,28.0,0
1794,36.0,1.0,0.0,0.0,0.0,0.0,15.0,0
1795,27.0,0.0,1.0,0.0,1.0,0.0,5.0,1
1796,41.0,1.0,0.0,0.0,1.0,1.0,18.0,0
1797,49.0,0.0,0.0,0.0,0.0,0.0,9.0,0
1798,28.0,1.0,0.0,0.0,0.0,1.0,7.0,0
1799,37.0,0.0,1.0,1.0,0.0,0.0,5.0,1
1800,39.0,1.0,0.0,0.0,1.0,0.0,14.0,0
1801,32.0,0.0,0.0,0.0,1.0,1.0,13.0,0
1802,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0
1803,56.0,1.0,1.0,1.0,0.0,1.0,19.0,1
1804,52.0,1.0,1.0,0.0,0.0,0.0,14.0,0
1805,43.0,0.0,1.0,1.0,0.0,1.0,16.0,1
1806,34.0,0.0,1.0,1.0,0.0,0.0,7.0,1
1807,38.0,1.0,1.0,0.0,0.0,0.0,15.0,1
1808,39.0,0.0,0.0,0.0,0.0,0.0,18.0,0
1809,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0
1810,51.0,1.0,0.0,0.0,0.0,0.0,21.0,0
1811,58.0,0.0,1.0,0.0,0.0,0.0,34.0,1
1812,56.0,0.0,1.0,1.0,0.0,1.0,30.0,1
1813,32.0,0.0,0.0,0.0,1.0,0.0,6.0,0
1814,38.0,1.0,1.0,1.0,0.0,0.0,6.0,1
1815,31.0,1.0,1.0,1.0,1.0,0.0,2.0,0
1816,42.0,0.0,0.0,0.0,1.0,0.0,18.0,0
1817,47.0,1.0,1.0,1.0,0.0,1.0,18.0,1
1818,57.0,1.0,0.0,0.0,0.0,0.0,31.0,0
1819,59.0,1.0,0.0,0.0,0.0,0.0,23.0,0
1820,45.0,0.0,0.0,0.0,1.0,0.0,21.0,0
1821,63.0,1.0,0.0,0.0,1.0,0.0,16.0,0
1822,54.0,0.0,0.0,0.0,1.0,0.0,29.0,0
1823,29.0,0.0,1.0,0.0,1.0,0.0,8.0,1
1824,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0
1825,64.0,0.0,0.0,0.0,0.0,1.0,25.0,0
1826,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0
1827,25.0,1.0,0.0,0.0,1.0,0.0,6.0,0
1828,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1829,43.0,0.0,0.0,0.0,1.0,1.0,20.0,1
1830,19.0,1.0,0.0,0.0,1.0,0.0,1.0,0
1831,41.0,0.0,1.0,1.0,0.0,0.0,5.0,1
1832,19.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1833,58.0,1.0,1.0,0.0,0.0,1.0,37.0,1
1834,25.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1835,21.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1836,63.0,0.0,0.0,0.0,0.0,0.0,32.0,0
1837,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1838,46.0,1.0,1.0,0.0,0.0,0.0,14.0,1
1839,28.0,1.0,1.0,0.0,0.0,0.0,6.0,0
1840,53.0,0.0,1.0,0.0,1.0,1.0,6.0,0
1841,32.0,1.0,1.0,0.0,1.0,0.0,6.0,0
1842,37.0,1.0,0.0,0.0,0.0,1.0,17.0,0
1843,48.0,1.0,1.0,1.0,1.0,1.0,25.0,1
1844,49.0,1.0,1.0,1.0,1.0,1.0,9.0,1
1845,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0
1846,33.0,1.0,0.0,0.0,1.0,1.0,5.0,0
1847,64.0,0.0,0.0,0.0,0.0,0.0,37.0,0
1848,45.0,0.0,1.0,0.0,0.0,1.0,9.0,1
1849,41.0,1.0,0.0,0.0,0.0,1.0,12.0,0
1850,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1851,38.0,0.0,1.0,0.0,0.0,0.0,14.0,1
